"CUESTIONARIO","CCAA","TIPO","TIPOINT","DCP1","DCP2","DCP3","DCP4","CFZP05","CFZP06","CFZP07","CFZP08","CFZP09","CFZP10","CFZP11","CMPP12","CMPP13","CMPP14","CMPP15","CMPP16","BENCOP17","BENCOP18","BENCOP19","BENCOP20","BENCOP21","BENCOP22","BENSOP23","BENSOP24","BENSOP25","BENSOP26","BENSOP27","BENTEP28","BENTEP29","BENTEP30","BENTEP31","BENTEP32","SACRELP33","SACRELP34","SACRELP35","SACCOSP36","SACCOSP37","SACCOSP38","VALRELP39","VALRELP40","VALRELP41","VALRELP42","SATP43","SATP44","SATP45","SATP46","SATP47","SATP48","LOYP49","LOYP50","LOYP51","REQP52","REQP53","REQP54","REQP55","REQP56","REQP57","REAP58","REAP59","REAP60","REAP61","RSQP62","RSQP63","RSQP64","RSQP65","RLP66","RLP67","RLP68","RLP69","RLP70","RLP71","RLP72","RLP73","REGP74","REGP75","REGP76","REGP77","TICP78","TICP79","TICP80","TICP81","TICP82","TICP83","TICP84","TICP85","TICP86","ITTICP87","ITTICP88","ITTICP89","ITTICP90","ITTICP91","ITTICP92","ITTICP93","ITTICP94","ITTICP95","ITTICP96","ITTICP97","ITTICP98","ITTICP99","ITTICP100","ITTICP101","ITTICP102","ITTICP103","ITTICP104","ITTICP105","INRELP106","INRELP107","INRELP108","INRELP109","INRELP110","INRELP111","CAPRELP112","CAPRELP113","CAPRELP114","CAPRELP115","CAPRELP116","CAPRELP117","CAPRELP118","CAPRELP119","CAPRELP120","CAPRELP121","EMPRESA","DIRECCION","CP","TEL","MUNICIPIO","PROVINCIA","ENTREVISTADO","PROVEEDOR","VENTAS2013","INVERSTIC2013","lon","lat"
118,Comunitat Valenciana,Tienda independiente,Tienda independiente,Muebles y Madera,25,10,99,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,5,5,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,6,6,7,6,6,6,5,6,6,5,6,5,6,5,5,5,6,5,6,6,5,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,6,1,3,3,1,1,1,Neutral,6,1,1,7,1,1,3,3,1.852,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,7,6,7,7,7,2,2,5,6,6,"MUEBLES LEANDRO, C. B.","MARE DEU DEL LLIDÓ, 46",12003,"964 22 44 31","CASTELLÓ PLANA","CASTELLÓ","JUAN - GERENTE","NO CONSTA - ESPAÑA",NA,NA,-0.020102,39.9970706
119,Comunitat Valenciana,Tienda independiente,Tienda independiente,Muebles y Madera,29,15,12,5,5,Neutral,Neutral,5,6,5,Neutral,Neutral,5,5,5,6,5,5,6,5,5,Neutral,3,5,6,3,3,3,3,3,3,5,Neutral,5,5,3,Neutral,6,6,6,6,3,5,3,6,Neutral,5,Neutral,6,5,5,3,3,Neutral,5,Neutral,3,6,Neutral,Neutral,6,6,7,5,6,5,6,6,6,6,6,5,6,6,6,6,1,1,1,1,Neutral,Neutral,Neutral,3,Neutral,1,1,1,Neutral,1,1,1,1,1,Neutral,Neutral,1,1,6,1,1,3,1,1,2.736,3,1,3,3,3,6,6,6,7,6,1,5,5,6,6,"MUEBLES LEANDRO - INFANTIL","MARE DEU DEL LLIDÓ, 46",12003,"964 22 45 17","CASTELLÓ PLANA","CASTELLÓ","JUAN - DIRECTOR COMERCIAL","NO CONSTA - VALÈNCIA",NA,NA,-0.020102,39.9970706
120,Comunitat Valenciana,Otros,Tienda integrada,Muebles y Madera,8,60,40,6,6,5,5,6,7,6,5,6,6,6,6,5,6,6,Neutral,5,6,5,5,Neutral,5,Neutral,5,5,Neutral,Neutral,5,5,6,5,Neutral,Neutral,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,Neutral,Neutral,3,3,Neutral,5,5,5,3,3,Neutral,3,5,3,Neutral,Neutral,Neutral,Neutral,5,Neutral,5,3,5,Neutral,5,5,6,1,1,5,1,1,1,2,1,6,7,7,1,1,7,Neutral,5,1,1,2,5,5,5,5,5,5,6,6,6,6,6,3,Neutral,Neutral,6,5,"KIBUC SEGORBE","AV. MEDITERRÁNEO, 24",12400,"964 71 18 10","SEGORBE","CASTELLÓ","ANA SAMPER - GERENTE","KIBUC - BARCELONA",NA,NA,-0.4778488,39.8433073
121,Comunitat Valenciana,Tienda sucursalista,Tienda integrada,Muebles y Madera,15,30,4,3,3,3,3,5,5,3,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3,3,3,7,7,6,7,1,6,6,6,6,6,5,Neutral,Neutral,3,Neutral,7,5,5,5,Neutral,5,Neutral,1,Neutral,5,6,6,6,6,3,3,3,3,3,3,3,3,3,3,Neutral,Neutral,Neutral,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,6,6,6,Neutral,6,6,3,7,1,7,1,1,1,7,1,1,7,7,1,1,7,7,7,1,7,7,5,5,6,6,6,6,5,5,6,6,6,6,6,6,5,6,"EL REBAJÓN","AV. MAISSONAVE,33",3003,"965 98 64 40","ALACANT","ALACANT","RAFAEL SELLÉS - RESP. PRODUCTO","MUEBLES AZOR - ALACANT",NA,NA,-0.4917382,38.3431033
122,Comunitat Valenciana,Tienda independiente,Tienda independiente,Muebles y Madera,7,25,7,Neutral,3,3,3,Neutral,7,5,2,Neutral,5,5,2,Neutral,5,Neutral,2,5,Neutral,5,5,3,5,3,5,5,3,3,3,3,3,5,3,3,Neutral,3,Neutral,3,5,Neutral,Neutral,2,5,5,5,5,5,5,5,5,6,5,5,6,5,5,5,3,Neutral,Neutral,Neutral,6,5,5,Neutral,Neutral,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,5,Neutral,5,5,5,Neutral,Neutral,5,3,1,1,1,1,1,1,1,6,1,5,5,1,1,7,3,1,1,1,5,5,Neutral,Neutral,5,Neutral,Neutral,6,6,6,5,3,2,Neutral,Neutral,6,5,"MUEBLES IBORRA","CHURRUCA, 28",3008,"965 12 52 77","ALACANT","ALACANT","JOSÉ IBORRA - GERENTE","NO CONSTA - PORTUGAL",NA,NA,-0.4928824,38.3415585
123,Comunitat Valenciana,Tienda sucursalista,Tienda integrada,Muebles y Madera,25,25,6,Neutral,5,Neutral,Neutral,5,7,5,5,5,6,6,5,6,5,6,Neutral,6,6,5,5,5,6,Neutral,5,5,Neutral,3,3,5,6,6,5,5,6,3,3,3,3,5,5,6,7,6,6,6,6,6,5,6,6,Neutral,5,5,5,5,Neutral,3,Neutral,Neutral,Neutral,Neutral,5,6,3,3,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,5,Neutral,Neutral,5,5,Neutral,Neutral,5,5,1,1,6,1,1,1,1,1,1,5,5,1,1,7,5,1,1,1,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,Neutral,5,6,5,3,5.698,5.736,6,Neutral,"MUEBLES VERDÚ","ALACANT, 46",3440,"965 55 10 65","IBI","ALACANT","SR. VERDÚ - GERENTE","PIKOLÍN - ZARAGOZA",6e+05,2000,-0.579504,38.622466
124,Comunitat Valenciana,Tienda independiente,Tienda independiente,Muebles y Madera,30,20,99,Neutral,Neutral,Neutral,Neutral,5,6,6,2,5,5,5,2,5,5,5,Neutral,6,5,5,5,Neutral,5,Neutral,5,5,Neutral,3,3,5,5,5,3,3,5,5,5,5,5,5,5,2,6,5,6,5,5,5,6,5,6,5,6,5,6,5,Neutral,3,Neutral,Neutral,Neutral,Neutral,5,6,Neutral,Neutral,5,6,5,3,Neutral,Neutral,Neutral,Neutral,3,3,3,Neutral,3,3,3,Neutral,3,1,1,1,1,1,1,1,1,1,6,5,1,1,7,2,1,1,1,1,3,3,3,3,3,3,5,5,6,6,5,3,3,3,6,3,"MUEBLES CORTÉS","AUTOVÍA A-332, KM. 142",3570,"965 89 06 87","LA VILA JOIOSA","ALACANT","ÁNGELA - ADMINISTRACIÓN","FLEX - NO CONSTA",NA,NA,NA,NA
125,Catalunya,Tienda independiente,Tienda independiente,Alimentación,30,30,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,1,1,1,1,1,7,7,7,1,7,7,Neutral,Neutral,Neutral,Neutral,6,6,6,6,6,6,6,6,6,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,5,1,1,1,1,1,1,7,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,3,3,Neutral,2,"DIONISIO GONZÁLEZ CALVO","LLULL,385",8019,"933 07 11 18","BARCELONA","BARCELONA","DIONISIO GONZÁLEZ - PROPIETARIO","CARNES BE - MERCABARNA",NA,NA,2.2154089,41.4115236
126,Catalunya,Tienda independiente,Tienda independiente,Alimentación,15,20,30,7,6,7,6,7,7,7,7,6,7,7,7,7,7,6,1,6,5,7,7,1,7,1,Neutral,Neutral,Neutral,1,1,7,7,3,7,7,7,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,7,7,7,7,7,7,Neutral,Neutral,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,6,6,Neutral,7,4.817,Neutral,6,5,5,6,3,3,Neutral,1,5,Neutral,6,Neutral,6,1,1,1,1,1,1,7,1,1,7,1,1,1,Neutral,7,1,1,1,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,7,7,7,7,7,6,Neutral,Neutral,6,Neutral,"PASTISSERIA MOLINA MORERA","G. V. CORTS CATALANES, 733",8013,"932 31 31 56","BARCELONA","BARCELONA","MARTA - GERENTE","NO CONSTA - BARCELONA",NA,NA,2.1802158,41.3987404
127,Catalunya,Tienda independiente,Tienda independiente,Alimentación,18,30,20,6,6,6,7,7,7,6,1,6,5,6,1,6,7,6,6,6,7,7,Neutral,6,7,1,1,1,1,1,1,7,7,1,5,1,1,Neutral,Neutral,Neutral,Neutral,5,7,7,7,7,7,6,6,6,6,6,7,6,7,7,6,6,5,6,6,6,7,7,6,6,6,6,5,6,6,5,6,6,6,6,1,1,1,Neutral,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,7,7,7,7,7,7,6,6,7,6,"PEIXATERIA DEL POBLE SEC","POETA CABANYES, 39",8004,"934 43 31 04","BARCELONA","BARCELONA","DOLORES BARRERA - PROPIETARIA","MORFISA / CAPDEVILA - MERCABARNA",35000,600,2.1653049,41.3735248
128,Catalunya,Tienda sucursalista,Tienda integrada,Alimentación,30,20,99,5,5,5,5,6,6,6,5,6,6,6,5,5,6,6,5,6,6,5,5,5,5,5,Neutral,Neutral,3,3,3,6,6,6,3,6,6,Neutral,Neutral,Neutral,Neutral,5,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,6,5,6,5,6,5,6,6,6,6,5,6,6,1,7,6,3,1,7,6,2,2,7,7,6,2,2,2,6,6,6,6,6,6,Neutral,5,6,6,6,2,5,5,6,6,"SORLI DISCAU  -  CENTRAL","ROGER DE LLÚRIA,",8009,"935 61 03 00","BARCELONA","BARCELONA","PACO PULIDO - JEFE COMPRAS","NO CONSTA - CATALUNYA",2e+05,6000,2.1686158,41.3932999
129,Catalunya,Tienda independiente,Tienda independiente,Alimentación,5,20,14,7,7,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,5.044,Neutral,7,3,6,3,3,5,5,6,5,6,5,6,5,5,5,5,5,Neutral,6,6,6,6,6,6,6,Neutral,Neutral,Neutral,Neutral,5,6,2,2,2,2,5,6,3,2,6,5,Neutral,Neutral,5,Neutral,Neutral,5,5,5,5,5,6,Neutral,Neutral,3,5,5,Neutral,6,6,1,1,1,1,1,1,1,6,5,1,6,1,2,2,6,Neutral,2,1,3,5,5,5,6,3,6,6,6,7,5,6,6,5,5,6,5,"ROSTSSERIA LORA","ANTONIO MACHADO, 62",8630,"937 70 27 98","ABRERA","BARCELONA","JORDI - PROPIETARIO","SADA - CATALUNYA",150000,NA,1.901872,41.5227425
130,Catalunya,Tienda independiente,Tienda independiente,Alimentación,30,20,20,7,6,6,6,7,7,6,6,7,7,7,7,7,7,7,1,7,7,7,7,7,7,Neutral,1,1,1,1,1,7,7,1,6,6,7,7,7,6,6,Neutral,Neutral,Neutral,7,7,6,7,7,7,5,5,6,Neutral,6,7,6,7,6,7,7,6,6,6,Neutral,Neutral,Neutral,Neutral,Neutral,6,Neutral,5,Neutral,Neutral,Neutral,5,6,6,Neutral,5,5,5,6,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,7,7,7,6,7,7,7,7,7,6,"CANSALADERIA AYMERICH","PASSEIG INDÚSTRIA, 62",8600,"938 21 03 83","BERGA","BARCELONA","JOSEP AYMERICH - PRPIETARIO","NO CONSTA",NA,NA,1.8537842,42.1044386
131,Catalunya,Tienda independiente,Tienda independiente,Alimentación,25,90,5,7,5.849,7,7,7,7,7,5,7,6,6,5,5.784,7,7,7,1,7,7,7,7,7,1,1,1,1,1,1,7,7,6,6,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,7,Neutral,7,7,7,7,7,7,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,7,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,2,1,1,Neutral,Neutral,3,7,6,1,1,1,7,1,7,6,1,1,7,1,1,1,1,1,1,1,1,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,7,7,7,7,7,7,7,7,6,Neutral,"LEGUMBRES L. MULERO","ITÀLIA, 50",8320,"935 40 39 38","EL MASNOU","BARCELONA","LEONOR - PROPIETARIA","COLECIJA - BARCELONA",NA,NA,2.3162511,41.4824016
132,Catalunya,Tienda franquiciada,Tienda integrada,Alimentación,9,Proveedor exclusivo,0,5,5,5,5,5,6,6,5,6,6,6,5,6,6,6,5,6,6,5,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,6,6,5,Neutral,6,6,7,7,7,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,Neutral,Neutral,Neutral,6,6,6,Neutral,Neutral,5,5,5,Neutral,3,3,3,3,5,Neutral,Neutral,5,5,Neutral,Neutral,Neutral,5,1,1,5,7,6,7,6,1,1,6,Neutral,1,1,7,6,1,1,1,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,6,6,7,6,2,5,5,6,Neutral,"BONÀREA","DEL TORRENT, 32",8950,"934 80 24 73","ESPLUGUES LL.","BARCELONA","ROSARIO CARO - ENCARGADA","GRUP ALIMENTARI - GUISSONA",NA,NA,2.1008695,41.3747952
133,Catalunya,Tienda independiente,Tienda independiente,Alimentación,8,30,10,7,7,7,5,6,7,6,5,5,7,6,5,6,6,6,6,6,7,7,6,Neutral,7,3,3,3,3,3,Neutral,6,6,5.404,6,3,6,3,3,3,3,Neutral,6,6,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,Neutral,5,6,6,5,6,6,6,6,3,3,5,1,6,5,Neutral,2,5,1,1,Neutral,Neutral,1,1,1,1,1,1,5,1,1,7,7,1,1,1,1,3,3,3,Neutral,Neutral,Neutral,7,7,7,7,7,3,Neutral,Neutral,6,6,"SUPERMERCAT LLOBET","AV. DE LA VILA, 15",8180,"938 20 81 82","MOIÀ","BARCELONA","SUSANA - JEFA TIENDA","FAST FOOD, S.L. - CATALUNYA",190000,NA,2.0979741,41.8106711
134,Catalunya,Tienda independiente,Tienda independiente,Alimentación,99,80,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Neutral,Neutral,Neutral,Neutral,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,7,1,1,1,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,"ORFLEC, S. L.","RAMBLA ST. ESTEVE, 4",8291,"936 92 02 73","RIPOLLET","BARCELONA","JAUME - PROPIETARIO","ORFLEC, S.L. (FÁBRICA) - BARCELONA",NA,NA,2.1582819,41.4984594
135,Catalunya,Tienda franquiciada,Tienda integrada,Alimentación,25,30,30,7,7,7,6,6,7,7,7,7,7,6,6,6,7,7,Neutral,6,7,7,7,7,7,6,6,6,1,1,1,7,7,7,7,7,7,7,6,7,7,6,6,7,7,7,7,7,7,7,6,6,7,6,7,7,7,6,7,7,7,7,6,6,Neutral,Neutral,Neutral,Neutral,Neutral,5,6,6,6,6,6,6,6,6,6,7,6,6,6,7,7,1,7,7,7,7,1,7,1,1,1,1,1,1,7,7,1,1,1,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,7,7,7,7,5,7,7,7,6,6,"JUMA","GUILLERIES, 1",8207,"937 17 61 16","SABADELL","BARCELONA","SR. MOÑTERO - ENCARGADO","DANONE - BARCELONA",75000,15000,2.0943372,41.5656853
136,Catalunya,Tienda independiente,Tienda independiente,Alimentación,4,50,10,Neutral,Neutral,Neutral,Neutral,5,6,5,3,Neutral,5,5,3,5,5,5,3,6,5,Neutral,5,3,5,3,5,5,3,3,3,5,5,5,3,3,5,5,5,5,5,5,5,3,6,6,5,5,5,5,5,5,5,5,5,5,5,Neutral,3,3,3,3,3,6,5,5,5,Neutral,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,2,3,Neutral,Neutral,3,3,Neutral,5,1,1,1,1,1,1,6,1,1,1,1,1,1,7,7,1,1,1,1,3,3,3,3,3,3,5,5,6,6,5,5,5,5,6,Neutral,"NORMA ALIMENTACIÓN","PL. MIQUEL ROS, 3",8198,"935 83 01 08","ST. CUGAT  VALLÉS","BARCELONA","NORMA GUTIÉRREZ - ENCARGADA","CAL BAIX - BARCELONA",1e+05,NA,2.0728586,41.4452582
137,Catalunya,Tienda independiente,Tienda independiente,Alimentación,40,35,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Neutral,7,7,7,6,7,7,5,6,6,6,6,7,7,7,7,7,7,7,2,2,2,1,6,7,6,7,7,7,7,7,7,6,6,7,6,6,7,6,6,5,Neutral,6,7,7,6,6,6,6,6,6,5,6,6,6,6,6,6,Neutral,Neutral,Neutral,Neutral,5,5,5,1,5,1,1,1,1,1,1,1,1,1,5,6,1,1,7,7,1,1,1,1,Neutral,Neutral,Neutral,5,5,5,6,7,7,6,7,6,5,5,6,6,"EL BON REBOST","BONAVISTA, 87",8960,"933 71 11 88","ST. JUST DESVERN","BARCELONA","SONSOLES - ENCARGADA","MIQUEL ALIMENTACIÓ GRUP - BARCELONA",85000,800,2.0768739,41.3841036
138,Catalunya,Tienda independiente,Tienda independiente,Alimentación,10,40,8,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,5,7,7,6,6,5,7,5,5,5,5,5,6,6,7,7,7,7,7,1,1,1,1,1,6,6,6,7,7,7,7,7,6,6,6,5,6,6,7,7,5,5,5,6,7,7,6,6,7,6,6,6,6,6,6,6,6,6,5,5,5,5,7,7,6,5,5,1,1,6,5,1,Neutral,Neutral,1,1,7,7,1,1,7,7,1.355,Neutral,1,1,5,5,5,5,6,5,7,7,7,6,7,7,6,6,7,6,"LLEONART BARCELONA, S. L.","JÚPITER, 55",8228,"937 36 17 31","TERRASSA","BARCELONA","CRISTINA MILARA - DIRECTORA","NO CONSTA - CATALUNYA",NA,NA,2.0350839,41.5395475
139,Catalunya,Tienda sucursalista,Tienda integrada,Alimentación,10,40,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,6,5,5,5,5,3,3,3,1,Neutral,Neutral,Neutral,5,Neutral,6,6,2,Neutral,Neutral,Neutral,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,"MAXIMERCA, S. A.","PINTOR VANCELLS, 194",8225,"937 34 97 84","TERRASSA","BARCELONA","DIANA - JEFA TIENDA","AXESOR - BARCELONA",3e+05,3000,2.0171587,41.576725
140,Catalunya,Tienda franquiciada,Tienda integrada,Alimentación,4,40,12,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,5.548,7,6,7,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,7,7,7,5,6,Neutral,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,6,6,5.131,6,6,6,6,6,6,6,7,5,5,6,6,6,6,5,6,6,6,6,6,Neutral,Neutral,Neutral,7,Neutral,Neutral,Neutral,Neutral,6,7,7,7,7,7,7,7,1,5,6,6,1,1,7,1,1,1,1,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,7,7,7,5,Neutral,5,7,7,6,6,"SIMPLY MARKET","NÚRIA, 262",8224,"937 33 64 54","TERRASSA","BARCELONA","JOAN - DIRECTOR","SABECO - ZARAGOZA",7800000,NA,1.9962173,41.5625738
141,Catalunya,Tienda independiente,Tienda independiente,Alimentación,9,40,25,7,7,7,7,7,7,7,6,5,7,5,6,7,7,7,2,7,7,7,5,Neutral,7,3,3,3,3,2,2,6,7,6,7,3,7,3,3,2,2,5,7,Neutral,7,7,7,7,7,7,5,5,6,5,5,6,5,5,5,5,Neutral,6,5,6,5,5,6,5,6,6,5,5,5,5,6,6,1,1,1,2,5,Neutral,Neutral,2,Neutral,1,1,3,3,1,1,1,1,1,1,Neutral,1,1,7,7,1,1,1,1,2,2,3,5,Neutral,Neutral,7,7,7,6,7,Neutral,5,5,6,6,"SUPERMERCAT ARENOLS","JAUME ABRIL, 24",8840,"936 58 64 01","VILADECANS","BARCELONA","ARTURO - ADMINISTRACIÓN","BARAKA - CATALUNYA",130000,NA,2.0182271,41.3155029
142,Catalunya,Tienda independiente,Tienda independiente,Alimentación,15,65,4,5,Neutral,Neutral,5,5,7,6,2,5,5,6,2,6,5,5,3,5,6,5,6,6,6,5,2,2,2,2,2,6,5,6,Neutral,5,6,Neutral,5,5,Neutral,Neutral,5,1,6,6,6,6,6,6,5,5,6,Neutral,6,Neutral,5,5,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,Neutral,Neutral,Neutral,1,1,3,1,2,2,3,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,3,3,3,3,3,3,6,6,6,6,6,5,5,5,6,3,"FRUITERIA MONTILIVI","ANDREU TUYET, 18",17003,"972 22 40 53","GIRONA","GIRONA","JOAN - PROPIETARIO","FRUITES MASSÓ, S.L. - MERCAGIRONA",150000,NA,2.8266057,41.9723031
143,Catalunya,Tienda independiente,Tienda independiente,Alimentación,12,20,93,5,6,5,5,6,7,6,Neutral,6,6,6,Neutral,6,6,6,Neutral,6,6,6,6,6,6,6,5,5,5,5,5,6,6,6,5,6,6,5,5,5,5,5,5,3,7,6,6,6,6,6,Neutral,Neutral,5,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,5,Neutral,Neutral,5,5,5,5,Neutral,3,3,3,3,3,3,3,Neutral,Neutral,Neutral,Neutral,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,3,3,3,3,3,3,5,5,5,7,6,3,5,5,6,3,"LA NOUCENTISTA","MIGDIA, 22",17002,"972 20 18 46","GIRONA","GIRONA","XAVIER - PROPIETARIO","NO CONSTA - GIRONA",3e+05,4000,2.8206825,41.9766729
144,Catalunya,Tienda independiente,Tienda independiente,Alimentación,30,50,5,Neutral,Neutral,Neutral,Neutral,5,7,6,Neutral,5,6,6,Neutral,5,5,5,Neutral,6,6,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,6,5,5,5,5,5,5,5,6,6,5,5,5,5,Neutral,Neutral,5,Neutral,5,3,Neutral,3,3,3,3,3,3,5,5,5,Neutral,Neutral,5,5,5,Neutral,3,3,3,3,5,5,5,5,5,5,5,5,5,1,1,1,1,1,7,2,1,1,7,Neutral,1,1,5,5,1,1,1,1,5,Neutral,Neutral,5,Neutral,Neutral,5,6,6,7,6,5,6,6,6,5,"PEIXOS CORCOLL","BASTIMENTS, 2",17006,"972 23 35 25","GIRONA","GIRONA","ENRIC CORCOLL - PROPIETARIO","NO CONSTA - GIRONA",NA,NA,2.8084289,41.973875
145,Catalunya,Tienda franquiciada,Tienda integrada,Alimentación,6,Proveedor exclusivo,0,5,5,5,5,6,7,6,5,6,6,6,5,6,6,6,Neutral,6,6,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,6,7,7,7,7,5,6,Neutral,6,6,6,6,6,6,5,5,5,5,5,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,5,5,Neutral,5,5,5,Neutral,Neutral,Neutral,Neutral,Neutral,5,Neutral,Neutral,5,5,Neutral,Neutral,5,5,1,1,6,6,6,6,6,1,1,5,2,1,1,6,5,Neutral,1,1,1,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,5,5,7,6,Neutral,Neutral,Neutral,6,Neutral,"SUPERMERCAT J. VIDAL","CAMÍ CAN BATLLE, 1",17850,"972 59 03 63","BESALÚ","GIRONA","JOAQUIM - ENCARGADO","CONDIS - MONTCADA I REIXACH",NA,NA,2.6935137,42.1988104
146,Catalunya,Tienda independiente,Tienda independiente,Alimentación,1,35,25,7,6,6,7,7,7,7,6,6,7,6,7,7,7,7,6,7,6,6,6,6,6,3,6,6,6,Neutral,Neutral,6,6,6,6,5,6,6,6,6,6,6,6,Neutral,7,7,7,6,7,6,6,6,6,6,6,6,6,6,6,6,7,7,6,7,6,6,5,5,6,6,6,5,6,6,6,5,1,1,1,1,6,5,6,6,6,1,1,1,1,1,7,7,7,7,7,7,1,1,7,7,7,1,1,1,1,1,1,5,5,5,6,6,6,6,6,6,6,6,7,6,"EL TIBERI DE LA ROSER","ACADÈMIA, 15",25002,"973 28 95 20","LLEIDA","LLEIDA","ORIOL GAYA - PROPIETARIO","CONGELADOS BORRÁS - LLEIDA",2e+05,20000,0.6193291,41.6111199
147,Catalunya,Tienda sucursalista,Tienda integrada,Alimentación,10,80,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,Neutral,Neutral,Neutral,6,3,3,3,3,3,3,Neutral,5,3,5,5,2,3,2,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,"PEIXATERIES FRESMAR","AV. VALÈNCIA, 28",25001,"973 20 20 65","LLEIDA","LLEIDA","LEO - DPTO. COMERCIAL","FRESMAR DISTRIBUCIÓN - LLEIDA",2e+05,4000,0.6284732,41.6122136
